Bos_taurus	Capra_hircus	Ovis_aries	Homo_sapiens	Chlorocebus_sabaeus	name
ENSBTAT00000026753	XM_018053440.1	ENSOART00000005185	ENST00000392142	ENSCSAT00000010378	ENSG00000085511_MAP3K4
ENSBTAT00000004258	XM_018057969.1		ENST00000536340	ENSCSAT00000012986	ENSG00000101040_ZMYND8
ENSBTAT00000012587	XM_018051107.1	ENSOART00000019544	ENST00000294618	ENSCSAT00000004887	ENSG00000130158_DOCK6
ENSBTAT00000006363	XM_005692017.3	ENSOART00000020632	ENST00000563234	ENSCSAT00000002958	ENSG00000102931_ARL2BP
ENSBTAT00000025580	XM_018039483.1	ENSOART00000009884	ENST00000261601	ENSCSAT00000015728	ENSG00000101557_USP14
ENSBTAT00000015677	XM_018055801.1	ENSOART00000013613	ENST00000373425	ENSCSAT00000011786	ENSG00000136859_ANGPTL2
ENSBTAT00000010678	XM_005691667.2	ENSOART00000013286	ENST00000266086	ENSCSAT00000006411	ENSG00000100191_SLC5A4
ENSBTAT00000029056	XM_018065011.1	ENSOART00000012912	ENST00000269571	ENSCSAT00000000738	ENSG00000141736_ERBB2
ENSBTAT00000001264	XM_013976193.2	ENSOART00000020497	ENST00000372479	ENSCSAT00000007215	ENSG00000089682_RBM41
ENSBTAT00000002853	XM_018049943.1	ENSOART00000018193	ENST00000402813	ENSCSAT00000015251	ENSG00000198515_CNGA1
ENSBTAT00000012679	XM_018046558.1	ENSOART00000002728	ENST00000371956	ENSCSAT00000017298	ENSG00000197587_DMBX1
			ENST00000358184	ENSCSAT00000012958	ENSG00000196188_CTSE
ENSBTAT00000052580	XM_005699365.2	ENSOART00000003095	ENST00000374401	ENSCSAT00000018508	ENSG00000256574_OR13A1
ENSBTAT00000063698	XM_018039015.1	ENSOART00000016160	ENST00000379446	ENSCSAT00000005533	ENSG00000111859_NEDD9
ENSBTAT00000011592	XM_005676783.3	ENSOART00000003477	ENST00000373884	ENSCSAT00000017528	ENSG00000158156_XKR8
ENSBTAT00000022524	XM_018051200.1	ENSOART00000007421	ENST00000263379	ENSCSAT00000004424	ENSG00000104998_IL27RA
ENSBTAT00000010711	XM_018058385.1		ENST00000396418	ENSCSAT00000011529	ENSG00000171033_PKIA
ENSBTAT00000009651	XM_018063401.1	ENSOART00000005621	ENST00000246551	ENSCSAT00000002318	ENSG00000126264_HCST
ENSBTAT00000010261	XM_005684796.3	ENSOART00000016400	ENST00000451457	ENSCSAT00000014947	ENSG00000146410_MTFR2
ENSBTAT00000044280	XM_018060949.1	ENSOART00000010652	ENST00000340552	ENSCSAT00000006819	ENSG00000182541_LIMK2
ENSBTAT00000020371	XM_018047072.1	ENSOART00000011678	ENST00000342947	ENSCSAT00000012215	ENSG00000105928_GSDME
ENSBTAT00000061549	XM_018058815.1	ENSOART00000012606	ENST00000357250	ENSCSAT00000011754	ENSG00000112280_COL9A1
ENSBTAT00000004152	XM_018041298.1	ENSOART00000015262	ENST00000456849	ENSCSAT00000004983	ENSG00000198682_PAPSS2
ENSBTAT00000007218	XM_005683496.3	ENSOART00000020653	ENST00000612402	ENSCSAT00000013072	ENSG00000134987_WDR36
ENSBTAT00000031089	XM_018039794.1	ENSOART00000005561	ENST00000323011	ENSCSAT00000016308	ENSG00000081138_CDH7
ENSBTAT00000047239	XM_013967497.1	ENSOART00000013242	ENST00000264093	ENSCSAT00000013606	ENSG00000114956_DGUOK
ENSBTAT00000006543	XM_018058765.1	ENSOART00000013919	ENST00000529415	ENSCSAT00000006303	ENSG00000254402_LRRC24
ENSBTAT00000061590	XM_018056852.1	ENSOART00000002793	ENST00000636213	ENSCSAT00000010497	ENSG00000179133_C10orf67
ENSBTAT00000007836	XM_005696314.1	ENSOART00000004205	ENST00000230381	ENSCSAT00000009541	ENSG00000112619_PRPH2
ENSBTAT00000013943	XM_013964978.2	ENSOART00000012592	ENST00000601630	ENSCSAT00000003365	ENSG00000105700_KXD1
ENSBTAT00000028683	XM_005697517.3	ENSOART00000008419	ENST00000261658	ENSCSAT00000006186	ENSG00000103429_BFAR
ENSBTAT00000045683	XM_005683904.2	ENSOART00000012143	ENST00000259456	ENSCSAT00000009037	ENSG00000136929_HEMGN
ENSBTAT00000047919	XM_018054705.1	ENSOART00000014217	ENST00000264260	ENSCSAT00000015190	ENSG00000115607_IL18RAP
ENSBTAT00000020691	XM_018062661.1	ENSOART00000011824	ENST00000602212	ENSCSAT00000001023	ENSG00000130751_NPAS1
	XM_018060806.1	ENSOART00000016698	ENST00000620048	ENSCSAT00000011725	ENSG00000213047_DENND1B
ENSBTAT00000064387	XM_018038956.1	ENSOART00000013346	ENST00000357266	ENSCSAT00000008084	ENSG00000096060_FKBP5
			ENST00000383052	ENSCSAT00000016420	ENSG00000067646_ZFY
			ENST00000376217	ENSCSAT00000001855	ENSG00000178795_GDPD4
ENSBTAT00000001576	XM_018061021.1	ENSOART00000004425	ENST00000405198	ENSCSAT00000007843	ENSG00000100280_AP1B1
ENSBTAT00000005002	XM_018039335.1	ENSOART00000021571	ENST00000356545	ENSCSAT00000017422	ENSG00000169218_RSPO1
ENSBTAT00000034753	XM_018065301.1	ENSOART00000012441	ENST00000432791	ENSCSAT00000001807	ENSG00000120071_KANSL1
ENSBTAT00000034372	XM_018052885.1	ENSOART00000007518	ENST00000275034	ENSCSAT00000015527	ENSG00000146247_PHIP
	XM_018047427.1	ENSOART00000020159	ENST00000445716		ENSG00000234545_FAM133B
ENSBTAT00000045374	XM_018061104.1	ENSOART00000016104	ENST00000538780	ENSCSAT00000000751	ENSG00000139438_FAM222A
ENSBTAT00000021672	XM_018054431.1	ENSOART00000022102	ENST00000220507	ENSCSAT00000005647	ENSG00000104140_RHOV
ENSBTAT00000038082	XM_005676708.3	ENSOART00000000408	ENST00000409358		ENSG00000222046_DCDC2B
ENSBTAT00000055083	XM_005688131.3	ENSOART00000008507	ENST00000380094	ENSCSAT00000011745	ENSG00000134461_ANKRD16
ENSBTAT00000007792	XM_018040724.1	ENSOART00000005327	ENST00000258796	ENSCSAT00000015703	ENSG00000136295_TTYH3
ENSBTAT00000010721	XM_018047445.1	ENSOART00000017693	ENST00000297325	ENSCSAT00000013895	ENSG00000164744_SUN3
ENSBTAT00000001568	XM_018047143.1	ENSOART00000005366	ENST00000350320	ENSCSAT00000013038	ENSG00000122545_SEPT7
ENSBTAT00000012520	XM_005694635.3	ENSOART00000006839	ENST00000261308	ENSCSAT00000014044	ENSG00000113593_PPWD1
ENSBTAT00000038232	XM_018058362.1	ENSOART00000011753	ENST00000395715	ENSCSAT00000009029	ENSG00000104447_TRPS1
ENSBTAT00000020881	XM_005696210.3	ENSOART00000008679	ENST00000456800	ENSCSAT00000007509	ENSG00000204257_HLA-DMA
ENSBTAT00000027017	XM_005690421.3	ENSOART00000007554	ENST00000315927	ENSCSAT00000013145	ENSG00000180667_YOD1
ENSBTAT00000014292	XM_018058996.1	ENSOART00000000681	ENST00000355556	ENSCSAT00000000779	ENSG00000166736_HTR3A
ENSBTAT00000065657	XM_018061634.1	ENSOART00000014394	ENST00000263710	ENSCSAT00000014785	ENSG00000074054_CLASP1
ENSBTAT00000017591	XM_018057899.1	ENSOART00000004196	ENST00000217043	ENSCSAT00000012213	ENSG00000101074_R3HDML
ENSBTAT00000037528	XM_018040195.1	ENSOART00000001363	ENST00000576985	ENSCSAT00000008248	ENSG00000130182_ZSCAN10
ENSBTAT00000007473	XM_018056186.1	ENSOART00000000081	ENST00000371785	ENSCSAT00000013716	ENSG00000122140_MRPS2
ENSBTAT00000046976	XM_018057156.1	ENSOART00000012599	ENST00000361271	ENSCSAT00000010742	ENSG00000165996_HACD1
	XM_005681790.3	ENSOART00000018226	ENST00000264883	ENSCSAT00000002673	ENSG00000138750_NUP54
ENSBTAT00000006532		ENSOART00000003299	ENST00000366684	ENSCSAT00000008713	ENSG00000143632_ACTA1
ENSBTAT00000011536	XM_018060877.1	ENSOART00000000579	ENST00000359651	ENSCSAT00000012164	ENSG00000163435_ELF3
	XM_018038410.1		ENST00000444133	ENSCSAT00000007946	ENSG00000144559_TAMM41
ENSBTAT00000045415	XM_018064508.1	ENSOART00000006440	ENST00000293780	ENSCSAT00000011060	ENSG00000108556_CHRNE
ENSBTAT00000052188	XM_005675101.3	ENSOART00000002327	ENST00000428839	ENSCSAT00000019024	ENSG00000172061_LRRC15
ENSBTAT00000028430	XM_005676644.3	ENSOART00000022417	ENST00000358813	ENSCSAT00000005123	ENSG00000115009_CCL20
ENSBTAT00000008235	XM_005688673.3	ENSOART00000013313	ENST00000374408	ENSCSAT00000008525	ENSG00000125998_FAM83C
ENSBTAT00000047061		ENSOART00000006066	ENST00000366535	ENSCSAT00000007378	ENSG00000035687_ADSS
	XM_018054887.1	ENSOART00000001435	ENST00000309534	ENSCSAT00000018819	ENSG00000163320_CGGBP1
ENSBTAT00000008077	XM_018062764.1	ENSOART00000013831	ENST00000252826	ENSCSAT00000000673	ENSG00000130529_TRPM4
ENSBTAT00000011546	XM_005686372.3	ENSOART00000012847	ENST00000258083	ENSCSAT00000013469	ENSG00000135617_PRADC1
ENSBTAT00000063998	XM_018060751.1	ENSOART00000011561	ENST00000535273	ENSCSAT00000013486	ENSG00000065600_TMEM206
ENSBTAT00000005590	XM_018050997.1	ENSOART00000002584	ENST00000596148	ENSCSAT00000018917	ENSG00000181029_TRAPPC5
ENSBTAT00000040161	XM_018039125.1	ENSOART00000001886	ENST00000338130	ENSCSAT00000005260	ENSG00000124588_NQO2
ENSBTAT00000009334	XM_013966864.2	ENSOART00000020994	ENST00000404535	ENSCSAT00000014037	ENSG00000259431_THTPA
ENSBTAT00000001597	XM_018039758.1	ENSOART00000005566	ENST00000397985	ENSCSAT00000016307	ENSG00000166401_SERPINB8
ENSBTAT00000018083	XM_005689159.3	ENSOART00000016370	ENST00000276659	ENSCSAT00000009799	ENSG00000147655_RSPO2
ENSBTAT00000012583	XM_013965776.2	ENSOART00000017209	ENST00000274376	ENSCSAT00000012888	ENSG00000145715_RASA1
ENSBTAT00000014656	XM_013975359.2	ENSOART00000006805	ENST00000325203	ENSCSAT00000015095	ENSG00000091879_ANGPT2
ENSBTAT00000063750	XM_018062384.1	ENSOART00000006548	ENST00000248668	ENSCSAT00000001907	ENSG00000128011_LRFN1
ENSBTAT00000000925	XM_018052369.1	ENSOART00000010172	ENST00000263228	ENSCSAT00000008088	ENSG00000107341_UBE2R2
ENSBTAT00000028685	NM_001285587.1	ENSOART00000012054	ENST00000304954	ENSCSAT00000002918	ENSG00000171209_CSN3
ENSBTAT00000021215	NM_001285681.1	ENSOART00000016213	ENST00000231449	ENSCSAT00000011856	ENSG00000113520_IL4
ENSBTAT00000017596	XM_018053362.1	ENSOART00000003456	ENST00000367303	ENSCSAT00000012346	ENSG00000155906_RMND1
ENSBTAT00000011185	XM_018041070.1	ENSOART00000013357	ENST00000324941	ENSCSAT00000016274	ENSG00000176428_VPS37D
ENSBTAT00000005770	XM_018047172.1	ENSOART00000003603	ENST00000405709	ENSCSAT00000009252	ENSG00000184903_IMMP2L
ENSBTAT00000008129	XM_018060154.1	ENSOART00000011077	ENST00000259154	ENSCSAT00000013668	ENSG00000136636_KCTD3
ENSBTAT00000009691	XM_018040509.1	ENSOART00000001795	ENST00000199389	ENSCSAT00000015822	ENSG00000086232_EIF2AK1
ENSBTAT00000035335	XM_018056364.1	ENSOART00000006670	ENST00000375820	ENSCSAT00000015564	ENSG00000187498_COL4A1
ENSBTAT00000012044	XM_018039377.1	ENSOART00000002313	ENST00000359446	ENSCSAT00000015584	ENSG00000168675_LDLRAD4
ENSBTAT00000025473	XM_018039971.1	ENSOART00000014625	ENST00000219548	ENSCSAT00000010396	ENSG00000103266_STUB1
ENSBTAT00000011166	XM_018049871.1	ENSOART00000017575	ENST00000290921	ENSCSAT00000013679	ENSG00000159692_CTBP1
	XM_018048120.1		ENST00000552692	ENSCSAT00000003346	ENSG00000135404_CD63
ENSBTAT00000044228	XM_005682619.2	ENSOART00000016362	ENST00000231454	ENSCSAT00000011891	ENSG00000113525_IL5
	XM_018052945.1		ENST00000368314	ENSCSAT00000019060	ENSG00000118518_RNF146
ENSBTAT00000061341	XM_013965871.2	ENSOART00000015844	ENST00000380055	ENSCSAT00000007841	ENSG00000184434_LRRC19
ENSBTAT00000017450	XM_018060225.1	ENSOART00000000040	ENST00000366812	ENSCSAT00000014433	ENSG00000182827_ACBD3
ENSBTAT00000048242	XM_005689335.2	ENSOART00000002738	ENST00000544612	ENSCSAT00000001405	ENSG00000168876_ANKRD49
ENSBTAT00000061535	XM_018065238.1	ENSOART00000008948	ENST00000293443	ENSCSAT00000001588	ENSG00000161682_FAM171A2
ENSBTAT00000028829	XM_018046010.1	ENSOART00000022448	ENST00000393045	ENSCSAT00000016760	ENSG00000131788_PIAS3
ENSBTAT00000047311	XM_005685200.3	ENSOART00000020743	ENST00000399395	ENSCSAT00000013936	ENSG00000100445_SDR39U1
	XM_018044871.1		ENST00000332710	ENSCSAT00000009872	ENSG00000184058_TBX1
ENSBTAT00000027275	XM_018053914.1	ENSOART00000002650	ENST00000216468	ENSCSAT00000009895	ENSG00000100580_TMED8
ENSBTAT00000046754	XM_018047505.1	ENSOART00000004465	ENST00000317716		ENSG00000128536_CDHR3
ENSBTAT00000019481	XM_018053796.1	ENSOART00000001065	ENST00000261980	ENSCSAT00000010649	ENSG00000119614_VSX2
ENSBTAT00000022173	XM_005691429.3	ENSOART00000018093	ENST00000455511	ENSCSAT00000000685	ENSG00000196510_ANAPC7
ENSBTAT00000008171	XM_018056850.1	ENSOART00000003529	ENST00000373921	ENSCSAT00000017530	ENSG00000130775_THEMIS2
ENSBTAT00000029701	XM_018064730.1	ENSOART00000019343	ENST00000361658	ENSCSAT00000005865	ENSG00000083290_ULK2
ENSBTAT00000025929	XM_018062439.1	ENSOART00000007541	ENST00000324464	ENSCSAT00000001696	ENSG00000123815_COQ8B
ENSBTAT00000022227	NM_001286965.1	ENSOART00000021773	ENST00000409784	ENSCSAT00000012871	ENSG00000138069_RAB1A
ENSBTAT00000002243	XM_018038370.1	ENSOART00000016411	ENST00000334983	ENSCSAT00000007676	ENSG00000153551_CMTM7
ENSBTAT00000049339	NM_001285767.1	ENSOART00000008607	ENST00000332378	ENSCSAT00000018779	ENSG00000182591_KRTAP11-1
ENSBTAT00000064491	XM_005691819.3	ENSOART00000008543	ENST00000299642	ENSCSAT00000001614	ENSG00000166509_CLEC3A
ENSBTAT00000044884	XM_013964782.2	ENSOART00000006147	ENST00000335585	ENSCSAT00000014211	ENSG00000074211_PPP2R2C
			ENST00000319813		ENSG00000176540_OR4C5
ENSBTAT00000034536	XM_005674899.3	ENSOART00000020734	ENST00000295756	ENSCSAT00000004437	ENSG00000163519_TRAT1
ENSBTAT00000026622	XM_018066773.1		ENST00000445193	ENSCSAT00000010268	ENSG00000163684_RPP14
ENSBTAT00000003591	XM_005700776.3	ENSOART00000012497	ENST00000452555	ENSCSAT00000011248	ENSG00000102100_SLC35A2
ENSBTAT00000019517	XM_005685939.2	ENSOART00000023020	ENST00000321731	ENSCSAT00000012278	ENSG00000179008_C14orf39
ENSBTAT00000004397	XM_018066604.1	ENSOART00000010123	ENST00000335625	ENSCSAT00000004489	ENSG00000186297_GABRA5
ENSBTAT00000013428	XM_018040276.1	ENSOART00000020506	ENST00000254654	ENSCSAT00000004082	ENSG00000132323_ILKAP
ENSBTAT00000057398	XM_005674709.3	ENSOART00000001135	ENST00000286808	ENSCSAT00000018795	ENSG00000156282_CLDN17
ENSBTAT00000065249	XM_018061846.1	ENSOART00000013802	ENST00000452588	ENSCSAT00000001092	ENSG00000158545_ZC3H18
ENSBTAT00000011591	XM_005693622.3	ENSOART00000001392	ENST00000399187	ENSCSAT00000006430	ENSG00000171962_DRC3
ENSBTAT00000064720	XM_018065125.1	ENSOART00000002396	ENST00000225929	ENSCSAT00000001261	ENSG00000108786_HSD17B1
ENSBTAT00000007978	XM_005693668.3	ENSOART00000004830	ENST00000225972	ENSCSAT00000003444	ENSG00000108829_LRRC59
ENSBTAT00000017860	XM_018066452.1	ENSOART00000017366	ENST00000331334	ENSCSAT00000008725	ENSG00000182512_GLRX5
ENSBTAT00000047426	XM_013975437.2	ENSOART00000001355	ENST00000276449	ENSCSAT00000013581	ENSG00000147465_STAR
ENSBTAT00000009780	XM_018053556.1	ENSOART00000020550	ENST00000356056	ENSCSAT00000011832	ENSG00000066933_MYO9A
ENSBTAT00000030123		ENSOART00000019442	ENST00000262844	ENSCSAT00000006899	ENSG00000101935_AMMECR1
	XM_018056279.1	ENSOART00000009477	ENST00000336617	ENSCSAT00000015795	ENSG00000136104_RNASEH2B
ENSBTAT00000001440	XM_018054974.1	ENSOART00000014074	ENST00000409177	ENSCSAT00000015165	ENSG00000115641_FHL2
ENSBTAT00000065459	XM_018040391.1	ENSOART00000003839	ENST00000444310	ENSCSAT00000007190	ENSG00000205832_C16orf96
ENSBTAT00000001531	XM_018063317.1	ENSOART00000005606	ENST00000221891	ENSCSAT00000002324	ENSG00000105290_APLP1
ENSBTAT00000003791	XM_018039294.1	ENSOART00000000638	ENST00000373164	ENSCSAT00000009236	ENSG00000124602_UNC5CL
ENSBTAT00000003236	XM_018048172.1	ENSOART00000016533	ENST00000229266	ENSCSAT00000001377	ENSG00000111666_CHPT1
ENSBTAT00000029508	XM_018061020.1	ENSOART00000004663	ENST00000310624	ENSCSAT00000007766	ENSG00000100285_NEFH
ENSBTAT00000038612	NM_001287037.1	ENSOART00000016496	ENST00000228644	ENSCSAT00000001919	ENSG00000111049_MYF5
ENSBTAT00000014083	XM_005677410.3	ENSOART00000003749	ENST00000295542	ENSCSAT00000016545	ENSG00000163357_DCST1
ENSBTAT00000017152	XM_018038258.1	ENSOART00000008450	ENST00000256497	ENSCSAT00000008915	ENSG00000134109_EDEM1
ENSBTAT00000061540	XM_018061811.1	ENSOART00000012430	ENST00000253462	ENSCSAT00000001176	ENSG00000131153_GINS2
ENSBTAT00000015689	XM_018054331.1	ENSOART00000022617	ENST00000612884	ENSCSAT00000010510	ENSG00000035664_DAPK2
ENSBTAT00000007790	XM_018060373.1		ENST00000377263	ENSCSAT00000017762	ENSG00000178585_CTNNBIP1
ENSBTAT00000027682	XM_018050479.1	ENSOART00000011790	ENST00000590214	ENSCSAT00000010442	ENSG00000180448_ARHGAP45
ENSBTAT00000001047	XM_018040363.1	ENSOART00000020337	ENST00000564195	ENSCSAT00000008540	ENSG00000167977_KCTD5
ENSBTAT00000024074	XM_018060993.1	ENSOART00000007010	ENST00000407689	ENSCSAT00000007573	ENSG00000239282_CASTOR1
ENSBTAT00000016659	XM_018039565.1	ENSOART00000002637	ENST00000389474	ENSCSAT00000016051	ENSG00000197046_SIGLEC15
ENSBTAT00000013194	XM_018065472.1	ENSOART00000003837	ENST00000296921	ENSCSAT00000007798	ENSG00000164438_TLX3
ENSBTAT00000012965	XM_018047478.1	ENSOART00000020106	ENST00000467773	ENSCSAT00000005126	ENSG00000106410_NOBOX
ENSBTAT00000018911	XM_005687689.3	ENSOART00000000447	ENST00000218652	ENSCSAT00000015641	ENSG00000102471_NDFIP2
ENSBTAT00000046400	XM_018058351.1	ENSOART00000014282	ENST00000378402	ENSCSAT00000009396	ENSG00000205038_PKHD1L1
	XM_018047837.1		ENST00000553127	ENSCSAT00000004153	ENSG00000123352_SPATS2
ENSBTAT00000013601	XM_018064181.1	ENSOART00000002671	ENST00000612223	ENSCSAT00000004154	ENSG00000275066_SYNRG
ENSBTAT00000002464	XM_005680475.3	ENSOART00000013874	ENST00000557644	ENSCSAT00000001574	ENSG00000139350_NEDD1
ENSBTAT00000009148	XM_018038854.1	ENSOART00000013105	ENST00000376442	ENSCSAT00000006309	ENSG00000204560_DHX16
ENSBTAT00000016466	XM_018049999.1	ENSOART00000020038	ENST00000304400	ENSCSAT00000013269	ENSG00000145730_PAM
ENSBTAT00000002193	XM_018048398.1	ENSOART00000021946	ENST00000545552	ENSCSAT00000005948	ENSG00000111731_C2CD5
	XM_018065045.1	ENSOART00000017379	ENST00000391352	ENSCSAT00000019117	ENSG00000212657_KRTAP16-1
ENSBTAT00000009950	XM_005692482.3	ENSOART00000004443	ENST00000392271	ENSCSAT00000002871	ENSG00000105176_URI1
ENSBTAT00000008676	XM_018067168.1	ENSOART00000014351	ENST00000393238	ENSCSAT00000007224	ENSG00000172765_TMCC1
ENSBTAT00000003498	NM_001285724.1	ENSOART00000000106	ENST00000288135	ENSCSAT00000003022	ENSG00000157404_KIT
ENSBTAT00000032300	XM_018062239.1	ENSOART00000004212	ENST00000299952	ENSCSAT00000002304	ENSG00000140832_MARVELD3
ENSBTAT00000035866	XM_018050855.1	ENSOART00000011808	ENST00000322357	ENSCSAT00000008863	ENSG00000178951_ZBTB7A
ENSBTAT00000011585			ENST00000304677	ENSCSAT00000018189	ENSG00000169413_RNASE6
ENSBTAT00000047926	XM_018050321.1	ENSOART00000018357	ENST00000509534	ENSCSAT00000011178	ENSG00000120725_SIL1
ENSBTAT00000002361	XM_018039726.1	ENSOART00000001108	ENST00000262120	ENSCSAT00000015654	ENSG00000128791_TWSG1
ENSBTAT00000007328	XM_018043386.1	ENSOART00000019213	ENST00000341318	ENSCSAT00000006043	ENSG00000172977_KAT5
ENSBTAT00000015257	XM_005693310.3	ENSOART00000013899	ENST00000421807	ENSCSAT00000012135	ENSG00000132376_INPP5K
ENSBTAT00000007029	XM_018064890.1	ENSOART00000005173	ENST00000507382	ENSCSAT00000003388	ENSG00000167105_TMEM92
ENSBTAT00000045088	XM_018050939.1	ENSOART00000006103	ENST00000381480	ENSCSAT00000007671	ENSG00000205744_DENND1C
ENSBTAT00000044458	XM_018038503.1	ENSOART00000016589	ENST00000283141	ENSCSAT00000005520	ENSG00000153157_SYCP2L
ENSBTAT00000025404	XM_018064226.1	ENSOART00000008196	ENST00000590016	ENSCSAT00000004354	ENSG00000185379_RAD51D
ENSBTAT00000008971	XM_018067185.1	ENSOART00000015821	ENST00000288266	ENSCSAT00000010862	ENSG00000157500_APPL1
ENSBTAT00000010604	XM_018052039.1	ENSOART00000014398	ENST00000358146	ENSCSAT00000006693	ENSG00000173253_DMRT2
ENSBTAT00000019669	XM_018053358.1	ENSOART00000003377	ENST00000253332	ENSCSAT00000012368	ENSG00000131016_AKAP12
ENSBTAT00000031145	XM_018041749.1	ENSOART00000013000	ENST00000368693	ENSCSAT00000002513	ENSG00000203780_FANK1
ENSBTAT00000000528	XM_018044938.1	ENSOART00000017989	ENST00000303212	ENSCSAT00000007899	ENSG00000171119_NRTN
ENSBTAT00000047056	XM_018040383.1	ENSOART00000003765	ENST00000613539		ENSG00000103415_HMOX2
ENSBTAT00000012027	XM_018043512.1	ENSOART00000012453	ENST00000278919	ENSCSAT00000000326	ENSG00000149557_FEZ1
ENSBTAT00000011735	XM_018050113.1	ENSOART00000012819	ENST00000616178	ENSCSAT00000008749	ENSG00000055163_CYFIP2
ENSBTAT00000008957	XM_018052064.1	ENSOART00000013893	ENST00000377041	ENSCSAT00000006350	ENSG00000107362_ABHD17B
ENSBTAT00000015581	XM_005693844.3	ENSOART00000020435	ENST00000547517	ENSCSAT00000001133	ENSG00000108774_RAB5C
ENSBTAT00000000902	XM_018052925.1	ENSOART00000008111	ENST00000506587	ENSCSAT00000015483	ENSG00000013375_PGM3
ENSBTAT00000008366	XM_005679320.3	ENSOART00000015487	ENST00000258787	ENSCSAT00000013797	ENSG00000136286_MYO1G
ENSBTAT00000014779	XM_018051357.1	ENSOART00000019552	ENST00000594824	ENSCSAT00000003702	ENSG00000099331_MYO9B
ENSBTAT00000003566	XM_013963122.2	ENSOART00000019335	ENST00000340022	ENSCSAT00000010663	ENSG00000001631_KRIT1
ENSBTAT00000005682	XM_018064033.1	ENSOART00000005473	ENST00000243344	ENSCSAT00000013545	ENSG00000123607_TTC21B
ENSBTAT00000022053	XM_018040322.1	ENSOART00000012651	ENST00000262320	ENSCSAT00000010939	ENSG00000103126_AXIN1
ENSBTAT00000024749	XM_013971220.2	ENSOART00000005482	ENST00000004982	ENSCSAT00000002373	ENSG00000004776_HSPB6
ENSBTAT00000025143	XM_005678562.3	ENSOART00000000692	ENST00000255108	ENSCSAT00000017342	ENSG00000132768_DPH2
ENSBTAT00000003882	XM_005693431.3	ENSOART00000002202	ENST00000572595	ENSCSAT00000010674	ENSG00000129195_PIMREG
ENSBTAT00000061079	XM_018056820.1	ENSOART00000006982	ENST00000400324	ENSCSAT00000015736	ENSG00000139734_DIAPH3
ENSBTAT00000048654	XM_005690464.3	ENSOART00000010823	ENST00000367460	ENSCSAT00000011445	ENSG00000150681_RGS18
ENSBTAT00000025111	XM_018038250.1	ENSOART00000010473	ENST00000425534	ENSCSAT00000009615	ENSG00000163412_EIF4E3
ENSBTAT00000029532	XM_018061171.1	ENSOART00000009670	ENST00000552014	ENSCSAT00000000415	ENSG00000089060_SLC8B1
ENSBTAT00000042610	XM_018049982.1	ENSOART00000020640	ENST00000355943	ENSCSAT00000013088	ENSG00000164209_SLC25A46
ENSBTAT00000027546	XM_018058576.1	ENSOART00000007160	ENST00000388996	ENSCSAT00000008005	ENSG00000184156_KCNQ3
ENSBTAT00000061006	XM_018062238.1	ENSOART00000004200	ENST00000567016	ENSCSAT00000002305	ENSG00000040199_PHLPP2
ENSBTAT00000042573	XM_018063719.1	ENSOART00000006850	ENST00000392476	ENSCSAT00000003163	ENSG00000129657_SEC14L1
ENSBTAT00000008009	XM_018053530.1	ENSOART00000012804	ENST00000369215	ENSCSAT00000012718	ENSG00000112238_PRDM13
ENSBTAT00000001709	XM_018041652.1	ENSOART00000016042	ENST00000371927		ENSG00000138134_STAMBPL1
ENSBTAT00000028237	NM_001314297.1	ENSOART00000013928	ENST00000276211	ENSCSAT00000005919	ENSG00000147256_ARHGAP36
ENSBTAT00000037243	XM_018055819.1	ENSOART00000013775	ENST00000381135	ENSCSAT00000006777	ENSG00000159200_RCAN1
